trial,n_features,motif,mean_impact,median_impact,std_impact
43,13,Feedforward Loop,0.0,0.0,0.0
43,13,Feedback Loop,0.0,0.0,0.0
43,13,Single Input Module,0.0,0.0,0.0
44,13,Cascade,1.9921063104745384e-07,4.936009645462036e-08,7.429008542068877e-06
44,13,Feedforward Loop,-1.7136162660019803e-07,0.0,1.0263819741298745e-05
44,13,Feedback Loop,8.150074993156725e-07,-6.05359673500061e-08,8.424471007626745e-06
44,13,Single Input Module,-7.070302672218531e-07,-8.356291800737381e-07,3.0215133420417525e-06
45,13,Cascade,-4.365392191114704e-06,0.0,5.8649384914592896e-05
45,13,Feedforward Loop,2.10332897414006e-06,8.033821359276772e-07,6.530078124428566e-05
45,13,Feedback Loop,1.3045004042961063e-05,-7.450580596923828e-09,5.866886114794187e-05
45,13,Single Input Module,-1.0062972732532003e-05,-1.1774071026593448e-05,4.8466144521132976e-05
46,13,Cascade,-2.2847084717847676e-07,1.7785623640520498e-08,8.054112178919328e-06
46,13,Feedforward Loop,2.8374185348724043e-08,0.0,1.4706487844644045e-05
46,13,Feedback Loop,6.126345531945979e-07,-6.05359673500061e-08,9.12212720564956e-06
46,13,Single Input Module,1.6786511610809932e-07,-3.315508365631104e-07,3.726537716149283e-06
47,13,Cascade,-2.472817730759955e-07,0.0,6.129862066331216e-06
47,13,Feedforward Loop,-2.912497344489068e-07,0.0,1.006878949253329e-05
47,13,Feedback Loop,-4.005732652903707e-07,0.0,1.2656485070236205e-06
47,13,Single Input Module,-1.2585523483507773e-07,0.0,9.184602883093301e-07
48,13,Cascade,-4.370485732139519e-06,0.0,5.89991960043417e-05
48,13,Feedforward Loop,2.41326734921546e-06,7.936032488942146e-07,6.522145305825983e-05
48,13,Feedback Loop,1.34519542808813e-05,-9.313225746154784e-09,5.940744664374965e-05
48,13,Single Input Module,-9.934664215988424e-06,-1.216423697769642e-05,4.8918056231109275e-05
49,13,Cascade,4.167280894546373e-06,7.757553248666227e-07,5.215601052316798e-05
49,13,Feedforward Loop,-1.9806890156927772e-06,-5.124602466821671e-07,7.099776022164716e-05
49,13,Feedback Loop,4.471351901344404e-06,3.5015109460800886e-06,5.6082833548947336e-05
49,13,Single Input Module,-1.88087292104576e-06,-7.513910531997681e-06,2.958875356006496e-05
50,13,Cascade,0.0,0.0,0.0
50,13,Feedforward Loop,-3.2582260778895737e-07,0.0,5.88216795473188e-06
50,13,Feedback Loop,0.0,0.0,0.0
50,13,Single Input Module,0.0,0.0,0.0
51,13,Cascade,4.594751611384592e-06,7.757553248666227e-07,5.210018029694015e-05
51,13,Feedforward Loop,-2.0403756734309082e-06,-6.12577423453331e-07,7.047791741951404e-05
51,13,Feedback Loop,4.674535443039681e-06,3.5015109460800886e-06,5.543397634231372e-05
51,13,Single Input Module,-2.7577679087270932e-06,-7.513910531997681e-06,2.9764023189582404e-05
52,13,Cascade,4.594751611384592e-06,7.757553248666227e-07,5.210018029694015e-05
52,13,Feedforward Loop,-2.0403756734309082e-06,-6.12577423453331e-07,7.047791741951404e-05
52,13,Feedback Loop,4.674535443039681e-06,3.5015109460800886e-06,5.543397634231372e-05
52,13,Single Input Module,-2.7577679087270932e-06,-7.513910531997681e-06,2.9764023189582404e-05
53,13,Cascade,4.594751611384592e-06,7.757553248666227e-07,5.210018029694015e-05
53,13,Feedforward Loop,-2.366499610381632e-06,-7.196213118731976e-07,7.075473155895737e-05
53,13,Feedback Loop,4.674535443039681e-06,3.5015109460800886e-06,5.543397634231372e-05
53,13,Single Input Module,-2.7577679087270932e-06,-7.513910531997681e-06,2.9764023189582404e-05
54,13,Cascade,7.407088646493075e-09,0.0,1.1504843531441768e-06
54,13,Feedforward Loop,1.7382559205407987e-08,0.0,1.819662042678241e-06
54,13,Feedback Loop,-4.005732652903707e-07,0.0,1.2656485070236205e-06
54,13,Single Input Module,-1.2585523483507773e-07,0.0,9.184602883093301e-07
55,13,Cascade,0.0,0.0,0.0
55,13,Feedforward Loop,0.0,0.0,0.0
55,13,Feedback Loop,0.0,0.0,0.0
55,13,Single Input Module,0.0,0.0,0.0
56,13,Cascade,-4.370485732139519e-06,0.0,5.89991960043417e-05
56,13,Feedforward Loop,2.41326734921546e-06,7.936032488942146e-07,6.522145305825983e-05
56,13,Feedback Loop,1.34519542808813e-05,-9.313225746154784e-09,5.940744664374965e-05
56,13,Single Input Module,-9.934664215988424e-06,-1.216423697769642e-05,4.8918056231109275e-05
57,13,Cascade,0.0,0.0,0.0
57,13,Feedforward Loop,0.0,0.0,0.0
57,13,Feedback Loop,0.0,0.0,0.0
57,13,Single Input Module,0.0,0.0,0.0
58,13,Cascade,0.0,0.0,0.0
58,13,Feedforward Loop,0.0,0.0,0.0
58,13,Feedback Loop,0.0,0.0,0.0
58,13,Single Input Module,0.0,0.0,0.0
59,13,Cascade,-4.1735621440557145e-06,-3.5874545574188232e-06,5.910281398691638e-05
59,13,Feedforward Loop,2.231754722624561e-06,1.8218997865915298e-06,6.453003025897731e-05
59,13,Feedback Loop,1.4258781448000037e-05,-4.7124922275543213e-07,5.993688673314167e-05
59,13,Single Input Module,-1.064897450679742e-05,-1.216423697769642e-05,4.758658005040604e-05
60,13,Cascade,4.594751611384592e-06,7.757553248666227e-07,5.210018029694015e-05
60,13,Feedforward Loop,-1.8996695068109192e-06,-5.26895746588707e-07,7.262021287640297e-05
60,13,Feedback Loop,4.674535443039681e-06,3.5015109460800886e-06,5.543397634231372e-05
60,13,Single Input Module,-2.7577679087270932e-06,-7.513910531997681e-06,2.9764023189582404e-05
61,13,Cascade,1.9921063104745384e-07,4.936009645462036e-08,7.429008542068877e-06
61,13,Feedforward Loop,-4.964194146677228e-07,0.0,1.2042144222026222e-05
61,13,Feedback Loop,8.150074993156725e-07,-6.05359673500061e-08,8.424471007626745e-06
61,13,Single Input Module,-7.070302672218531e-07,-8.356291800737381e-07,3.0215133420417525e-06
62,13,Cascade,0.0,0.0,0.0
62,13,Feedforward Loop,0.0,0.0,0.0
62,13,Feedback Loop,0.0,0.0,0.0
62,13,Single Input Module,0.0,0.0,0.0
63,13,Cascade,1.9921063104745384e-07,4.936009645462036e-08,7.429008542068877e-06
63,13,Feedforward Loop,-1.7136162660019803e-07,0.0,1.0263819741298745e-05
63,13,Feedback Loop,8.150074993156725e-07,-6.05359673500061e-08,8.424471007626745e-06
63,13,Single Input Module,-7.070302672218531e-07,-8.356291800737381e-07,3.0215133420417525e-06
64,13,Cascade,0.0,0.0,0.0
64,13,Feedforward Loop,0.0,0.0,0.0
64,13,Feedback Loop,0.0,0.0,0.0
64,13,Single Input Module,0.0,0.0,0.0
65,13,Cascade,-4.2783541128180604e-07,0.0,2.932636070029342e-06
65,13,Feedforward Loop,5.976990555282903e-08,0.0,5.4699705959765285e-06
65,13,Feedback Loop,-2.0209699869155886e-07,0.0,2.577247695192294e-06
65,13,Single Input Module,8.746351608458687e-07,0.0,2.5152818092138596e-06
66,13,Cascade,0.0,0.0,0.0
66,13,Feedforward Loop,0.0,0.0,0.0
66,13,Feedback Loop,0.0,0.0,0.0
66,13,Single Input Module,0.0,0.0,0.0
67,13,Cascade,-2.549581066374248e-07,0.0,5.652168701636085e-06
67,13,Feedforward Loop,-6.349331851099771e-07,0.0,1.1201384962218354e-05
67,13,Feedback Loop,0.0,0.0,0.0
67,13,Single Input Module,0.0,0.0,0.0
68,13,Cascade,0.0,0.0,0.0
68,13,Feedforward Loop,0.0,0.0,0.0
68,13,Feedback Loop,0.0,0.0,0.0
68,13,Single Input Module,0.0,0.0,0.0
69,13,Cascade,7.407088646493075e-09,0.0,1.1504843531441768e-06
69,13,Feedforward Loop,1.7382559205407987e-08,0.0,1.819662042678241e-06
69,13,Feedback Loop,-4.005732652903707e-07,0.0,1.2656485070236205e-06
69,13,Single Input Module,-1.2585523483507773e-07,0.0,9.184602883093301e-07
70,13,Cascade,-4.2783541128180604e-07,0.0,2.932636070029342e-06
70,13,Feedforward Loop,-1.2493072066842037e-07,0.0,9.83990494159226e-06
70,13,Feedback Loop,-2.0209699869155886e-07,0.0,2.577247695192294e-06
70,13,Single Input Module,8.746351608458687e-07,0.0,2.5152818092138596e-06
71,13,Cascade,-2.549581066374248e-07,0.0,5.652168701636085e-06
71,13,Feedforward Loop,-3.0911057732101974e-07,0.0,9.543208802942989e-06
71,13,Feedback Loop,0.0,0.0,0.0
71,13,Single Input Module,0.0,0.0,0.0
72,13,Cascade,4.827634260029393e-06,5.010515451431274e-07,5.90388512221857e-05
72,13,Feedforward Loop,-2.165984156397571e-06,-8.454080671072006e-07,8.01467346460381e-05
72,13,Feedback Loop,5.532730870913784e-06,3.730005118995905e-06,6.34660825543386e-05
72,13,Single Input Module,-3.444027242949233e-06,-7.821246981620789e-06,3.260602606119983e-05
73,13,Cascade,-4.2783541128180604e-07,0.0,2.932636070029342e-06
73,13,Feedforward Loop,5.976990555282903e-08,0.0,5.4699705959765285e-06
73,13,Feedback Loop,-2.0209699869155886e-07,0.0,2.577247695192294e-06
73,13,Single Input Module,8.746351608458687e-07,0.0,2.5152818092138596e-06
74,13,Cascade,-2.549581066374248e-07,0.0,5.652168701636085e-06
74,13,Feedforward Loop,-3.0911057732101974e-07,0.0,9.543208802942989e-06
74,13,Feedback Loop,0.0,0.0,0.0
74,13,Single Input Module,0.0,0.0,0.0
75,13,Cascade,-4.79802100154881e-06,-1.3809185475111008e-06,5.927352128502657e-05
75,13,Feedforward Loop,2.4735114703623874e-06,1.4808611012995243e-06,6.506164934344051e-05
75,13,Feedback Loop,1.32478394166103e-05,-9.313225746154784e-09,5.8590111461678035e-05
75,13,Single Input Module,-9.060357757227715e-06,-8.810311555862427e-06,4.948418980179196e-05
76,13,Cascade,-1.6622771086220244e-08,0.0,2.3387289879419857e-05
76,13,Feedforward Loop,5.374069360816455e-07,0.0,2.7704020201788607e-05
76,13,Feedback Loop,-2.7412919465590406e-06,-2.379529178142548e-06,2.5602661549995696e-05
76,13,Single Input Module,3.6294248489224734e-06,0.0,6.7290291136665195e-06
77,13,Cascade,0.0,0.0,0.0
77,13,Feedforward Loop,0.0,0.0,0.0
77,13,Feedback Loop,0.0,0.0,0.0
77,13,Single Input Module,0.0,0.0,0.0
78,13,Cascade,0.0,0.0,0.0
78,13,Feedforward Loop,0.0,0.0,0.0
78,13,Feedback Loop,0.0,0.0,0.0
78,13,Single Input Module,0.0,0.0,0.0
79,13,Cascade,7.407088646493075e-09,0.0,1.1504843531441768e-06
79,13,Feedforward Loop,-3.084722075121357e-07,0.0,6.074294873384815e-06
79,13,Feedback Loop,-4.005732652903707e-07,0.0,1.2656485070236205e-06
79,13,Single Input Module,-1.2585523483507773e-07,0.0,9.184602883093301e-07
80,13,Cascade,7.407088646493075e-09,0.0,1.1504843531441768e-06
80,13,Feedforward Loop,1.7382559205407987e-08,0.0,1.819662042678241e-06
80,13,Feedback Loop,-4.005732652903707e-07,0.0,1.2656485070236205e-06
80,13,Single Input Module,-1.2585523483507773e-07,0.0,9.184602883093301e-07
81,13,Cascade,0.0,0.0,0.0
81,13,Feedforward Loop,0.0,0.0,0.0
81,13,Feedback Loop,0.0,0.0,0.0
81,13,Single Input Module,0.0,0.0,0.0
82,13,Cascade,-4.2783541128180604e-07,0.0,2.932636070029342e-06
82,13,Feedforward Loop,1.993691618474071e-07,0.0,7.244580921145159e-06
82,13,Feedback Loop,-2.0209699869155886e-07,0.0,2.577247695192294e-06
82,13,Single Input Module,8.746351608458687e-07,0.0,2.5152818092138596e-06
83,13,Cascade,-2.549581066374248e-07,0.0,5.652168701636085e-06
83,13,Feedforward Loop,-3.0911057732101974e-07,0.0,9.543208802942989e-06
83,13,Feedback Loop,0.0,0.0,0.0
83,13,Single Input Module,0.0,0.0,0.0
84,13,Cascade,0.0,0.0,0.0
84,13,Feedforward Loop,0.0,0.0,0.0
84,13,Feedback Loop,0.0,0.0,0.0
84,13,Single Input Module,0.0,0.0,0.0
85,13,Cascade,4.594751611384592e-06,7.757553248666227e-07,5.210018029694015e-05
85,13,Feedforward Loop,-2.0403756734309082e-06,-6.12577423453331e-07,7.047791741951404e-05
85,13,Feedback Loop,4.674535443039681e-06,3.5015109460800886e-06,5.543397634231372e-05
85,13,Single Input Module,-2.7577679087270932e-06,-7.513910531997681e-06,2.9764023189582404e-05
86,13,Cascade,0.0,0.0,0.0
86,13,Feedforward Loop,0.0,0.0,0.0
86,13,Feedback Loop,0.0,0.0,0.0
86,13,Single Input Module,0.0,0.0,0.0
87,13,Cascade,0.0,0.0,0.0
87,13,Feedforward Loop,0.0,0.0,0.0
87,13,Feedback Loop,0.0,0.0,0.0
87,13,Single Input Module,0.0,0.0,0.0
88,13,Cascade,-4.2783541128180604e-07,0.0,2.932636070029342e-06
88,13,Feedforward Loop,1.993691618474071e-07,0.0,7.244580921145159e-06
88,13,Feedback Loop,-2.0209699869155886e-07,0.0,2.577247695192294e-06
88,13,Single Input Module,8.746351608458687e-07,0.0,2.5152818092138596e-06
89,13,Cascade,0.0,0.0,0.0
89,13,Feedforward Loop,0.0,0.0,0.0
89,13,Feedback Loop,0.0,0.0,0.0
89,13,Single Input Module,0.0,0.0,0.0
90,13,Cascade,0.0,0.0,0.0
90,13,Feedforward Loop,-3.2582260778895737e-07,0.0,5.88216795473188e-06
90,13,Feedback Loop,0.0,0.0,0.0
90,13,Single Input Module,0.0,0.0,0.0
91,13,Cascade,4.594751611384592e-06,7.757553248666227e-07,5.210018029694015e-05
91,13,Feedforward Loop,-1.8996695068109192e-06,-5.26895746588707e-07,7.262021287640297e-05
91,13,Feedback Loop,4.674535443039681e-06,3.5015109460800886e-06,5.543397634231372e-05
91,13,Single Input Module,-2.7577679087270932e-06,-7.513910531997681e-06,2.9764023189582404e-05
92,13,Cascade,-2.549581066374248e-07,0.0,5.652168701636085e-06
92,13,Feedforward Loop,-3.0911057732101974e-07,0.0,9.543208802942989e-06
92,13,Feedback Loop,0.0,0.0,0.0
92,13,Single Input Module,0.0,0.0,0.0
93,13,Cascade,4.594751611384592e-06,7.757553248666227e-07,5.210018029694015e-05
93,13,Feedforward Loop,-1.8996695068109192e-06,-5.26895746588707e-07,7.262021287640297e-05
93,13,Feedback Loop,4.674535443039681e-06,3.5015109460800886e-06,5.543397634231372e-05
93,13,Single Input Module,-2.7577679087270932e-06,-7.513910531997681e-06,2.9764023189582404e-05
94,13,Cascade,-4.370485732139519e-06,0.0,5.89991960043417e-05
94,13,Feedforward Loop,2.41326734921546e-06,7.936032488942146e-07,6.522145305825983e-05
94,13,Feedback Loop,1.34519542808813e-05,-9.313225746154784e-09,5.940744664374965e-05
94,13,Single Input Module,-9.934664215988424e-06,-1.216423697769642e-05,4.8918056231109275e-05
95,13,Cascade,0.0,0.0,0.0
95,13,Feedforward Loop,0.0,0.0,0.0
95,13,Feedback Loop,0.0,0.0,0.0
95,13,Single Input Module,0.0,0.0,0.0
96,13,Cascade,0.0,0.0,0.0
