graph_id,Motif,Loss (Original),Loss (Full SAE),Loss (Ablated),SAE Degradation,Ablation Impact,Ablated_Feature_Set
3792,Cascade,0.0001002491117105,0.0001002491117105,0.0001002491117105,0.0,0.0,Feedback Loop
1584,Feedback Loop,0.0071955774910748,0.0071988031268119,0.0071962927468121,3.22563573718071e-06,-2.5103799998760223e-06,Feedback Loop
1885,Feedback Loop,0.0048996321856975,0.0049031311646103,0.0048949741758406,3.4989789128303528e-06,-8.156988769769669e-06,Feedback Loop
4454,Cascade,4.707701737061143e-05,3.815911259152927e-05,3.526401269482449e-05,-8.917904779082164e-06,-2.895099896704778e-06,Feedback Loop
642,Feedforward Loop,0.0046230903826653,0.0046245316043496,0.0046239038929343,1.441221684217453e-06,-6.277114152908325e-07,Feedback Loop
4451,Single Input Module,0.001650636899285,0.0016091972356662,0.0015451534418389,-4.1439663618803024e-05,-6.40437938272953e-05,Feedback Loop
1114,Feedback Loop,0.0022485509980469,0.0022547922562807,0.0022322062868624,6.241258233785629e-06,-2.258596941828728e-05,Feedback Loop
3009,Cascade,0.0025123907253146,0.0025122344959527,0.0025245300494134,-1.5622936189174652e-07,1.22955534607172e-05,Feedback Loop
4391,Cascade,0.0250621512532234,0.0250958688557147,0.0251172631978988,3.3717602491378784e-05,2.139434218406677e-05,Feedback Loop
95,Feedforward Loop,0.0045615197159349,0.0045633008703589,0.004562524612993,1.7811544239521029e-06,-7.762573659420013e-07,Feedback Loop
4552,Cascade,0.0077645671553909,0.0076373727060854,0.0076186405494809,-0.0001271944493055,-1.8732156604528427e-05,Feedback Loop
2121,Single Input Module,0.0027614918071776,0.0027618429157882,0.002761690178886,3.511086106300354e-07,-1.527369022369385e-07,Feedback Loop
1448,Feedback Loop,0.001463328837417,0.0014653108082711,0.0014611551305279,1.981970854103565e-06,-4.155677743256092e-06,Feedback Loop
2165,Single Input Module,0.0002319481427548,0.0002319412305951,0.0002319441118743,-6.9121597334742554e-09,2.8812792152166367e-09,Feedback Loop
4347,Feedback Loop,0.0300916973501443,0.030095899477601,0.0301349963992834,4.202127456665039e-06,3.909692168235779e-05,Feedback Loop
2572,Single Input Module,,,,,,Feedback Loop
2440,Single Input Module,0.0001577722432557,0.0001574378984514,0.0001575833011884,-3.343448042869568e-07,1.4540273696184158e-07,Feedback Loop
3096,Cascade,0.0008418734651058,0.0008419351652264,0.0008419097284786,6.170012056827545e-08,-2.5436747819185257e-08,Feedback Loop
1420,Feedback Loop,0.0057942005805671,0.0057881376706063,0.0056417672894895,-6.062909960746765e-06,-0.0001463703811168,Feedback Loop
2035,Single Input Module,0.0054064085707068,0.0054067494347691,0.0054066008888185,3.408640623092652e-07,-1.4854595065116882e-07,Feedback Loop
794,Feedforward Loop,0.0037352074868977,0.0037350736092776,0.0037350766360759,-1.3387762010097506e-07,3.026798367500305e-09,Feedback Loop
3281,Cascade,0.0041597904637455,0.0041581359691917,0.0041589555330574,-1.6544945538043976e-06,8.195638656616211e-07,Feedback Loop
183,Feedforward Loop,0.0001836957526393,0.0001863680663518,0.0001845895021688,2.6723137125372887e-06,-1.7785641830414534e-06,Feedback Loop
401,Feedforward Loop,0.0009397994726896,0.0009400576818734,0.0009396034874953,2.582091838121414e-07,-4.541943781077862e-07,Feedback Loop
2836,Single Input Module,9.58524105953984e-05,9.56144940573722e-05,9.571772534400223e-05,-2.3791653802618387e-07,1.0323128663003445e-07,Feedback Loop
2476,Single Input Module,0.0002839806838892,0.0002838014042936,0.0002838790242094,-1.7927959561347961e-07,7.76199158281088e-08,Feedback Loop
1661,Feedback Loop,0.002511566504836,0.0025123315863311,0.0025144638493657,7.650814950466156e-07,2.132263034582138e-06,Feedback Loop
1658,Feedback Loop,0.0084454156458377,0.0084374528378248,0.0083928760141134,-7.962808012962341e-06,-4.4576823711395264e-05,Feedback Loop
1545,Feedback Loop,0.0107841491699218,0.010791596956551,0.0107913371175527,7.447786629199982e-06,-2.598389983177185e-07,Feedback Loop
1815,Feedback Loop,0.0033944000024348,0.0033963986206799,0.0033744873944669,1.998618245124817e-06,-2.1911226212978363e-05,Feedback Loop
3135,Cascade,0.0001209000693052,0.0001205720400321,0.000121133904031,-3.280292730778456e-07,5.618639988824725e-07,Feedback Loop
279,Feedforward Loop,0.0016289323102682,0.0016289323102682,0.0016289323102682,0.0,0.0,Feedback Loop
4700,Feedback Loop,0.0003769291506614,0.0003697256033774,0.0003927617217414,-7.203547284007072e-06,2.3036118363961577e-05,Feedback Loop
4137,Feedback Loop,0.0002448838786222,0.0002467732992954,0.0002529695630073,1.889420673251152e-06,6.196263711899519e-06,Feedback Loop
1146,Feedback Loop,0.0049829124473035,0.0049844342283904,0.0049016010016202,1.521781086921692e-06,-8.283322677016258e-05,Feedback Loop
3390,Cascade,0.0003414928796701,0.0003414477105252,0.0003413750382605,-4.5169144868850715e-08,-7.267226465046407e-08,Feedback Loop
4445,Feedforward Loop,0.0022251142654567,0.0023454269394278,0.0023834116291254,0.000120312673971,3.798468969762325e-05,Feedback Loop
4924,Single Input Module,0.016907949000597,0.0164623968303203,0.0156954023987054,-0.0004455521702766,-0.0007669944316148,Feedback Loop
314,Feedforward Loop,0.0014538620598614,0.0014538106042891,0.0014538330724462,-5.1455572247505195e-08,2.2468157112598422e-08,Feedback Loop
1214,Feedback Loop,0.00204743235372,0.002047058660537,0.0020372956059873,-3.736931830644608e-07,-9.76305454969406e-06,Feedback Loop
4862,Single Input Module,0.006289733108133,0.0062800855375826,0.0062657226808369,-9.647570550441742e-06,-1.436285674571991e-05,Feedback Loop
4699,Single Input Module,0.0308335535228252,0.030981283634901,0.0307276397943496,0.0001477301120758,-0.0002536438405513,Feedback Loop
333,Feedforward Loop,0.0019313392695039,0.0019328760681673,0.0019322087755426,1.5367986634373665e-06,-6.672926247119904e-07,Feedback Loop
2420,Single Input Module,0.0002188110956922,0.0002193267573602,0.0002191022940678,5.156616680324078e-07,-2.244632923975587e-07,Feedback Loop
3249,Cascade,0.0061100707389414,0.0061105643399059,0.0061101000756025,4.936009645462036e-07,-4.6426430344581604e-07,Feedback Loop
2229,Single Input Module,0.0002363939856877,0.0002366499247727,0.0002365383988944,2.559390850365162e-07,-1.1152587831020357e-07,Feedback Loop
1941,Feedback Loop,0.0063208476640284,0.0063218758441507,0.00628212839365,1.0281801223754885e-06,-3.97474505007267e-05,Feedback Loop
1756,Feedback Loop,0.0063019799999892,0.006295665167272,0.0061669489368796,-6.314832717180252e-06,-0.0001287162303924,Feedback Loop
58,Feedforward Loop,0.0017806921387091,0.0017809647833928,0.0017918272642418,2.7264468371868134e-07,1.0862480849027634e-05,Feedback Loop
301,Feedforward Loop,0.0042614052072167,0.0042618005536496,0.0042612897232174,3.953464329242706e-07,-5.1083043217659e-07,Feedback Loop
2535,Single Input Module,0.0014892003964632,0.0014893014449626,0.0014989672927185,1.0104849934577943e-07,9.66584775596857e-06,Feedback Loop
4080,Feedforward Loop,0.0106881475076079,0.0106875756755471,0.0106862327083945,-5.718320608139038e-07,-1.34296715259552e-06,Feedback Loop
4621,Single Input Module,0.0006865626201033,0.0006830498459748,0.0007144310511648,-3.512774128466845e-06,3.138120518997312e-05,Feedback Loop
3186,Cascade,0.0026979155372828,0.0026981330011039,0.0026980934198945,2.1746382117271426e-07,-3.9581209421157844e-08,Feedback Loop
1573,Feedback Loop,0.0082254968583583,0.0082260388880968,0.0082051716744899,5.420297384262085e-07,-2.086721360683441e-05,Feedback Loop
576,Feedforward Loop,0.0008820467046461,0.0008819308714009,0.0008821004885248,-1.1583324521780015e-07,1.6961712390184402e-07,Feedback Loop
1649,Feedback Loop,0.004678089171648,0.0046718507073819,0.0046278932131826,-6.238464266061783e-06,-4.395749419927597e-05,Feedback Loop
978,Feedforward Loop,0.0054942350834608,0.0054934155195951,0.0054937694221735,-8.195638656616211e-07,3.539025783538819e-07,Feedback Loop
4258,Single Input Module,0.005392494611442,0.0053791753016412,0.005370405036956,-1.3319309800863266e-05,-8.770264685153961e-06,Feedback Loop
718,Feedforward Loop,3.898948853020556e-05,3.881630254909396e-05,3.7922043702565134e-05,-1.73185981111601e-07,-8.942588465288281e-07,Feedback Loop
3687,Cascade,1.5276489648385905e-05,1.5276489648385905e-05,1.5276489648385905e-05,0.0,0.0,Feedback Loop
1515,Feedback Loop,0.0076095564290881,0.0075996723026037,0.0076075242832303,-9.884126484394072e-06,7.8519806265831e-06,Feedback Loop
93,Feedforward Loop,0.0001949681318365,0.0001955661573447,0.0001951278100023,5.980255082249641e-07,-4.383473424240947e-07,Feedback Loop
1952,Feedback Loop,0.0017790551064535,0.001776416436769,0.0034288535825908,-2.6386696845293045e-06,0.0016524371458217,Feedback Loop
4831,Single Input Module,0.0051161921583116,0.0050991405732929,0.0049566896632313,-1.7051585018634796e-05,-0.0001424509100615,Feedback Loop
4506,Cascade,0.0039269416593015,0.0039690141566097,0.0039439471438527,4.207249730825424e-05,-2.5067012757062912e-05,Feedback Loop
4888,Cascade,0.0268665943294763,0.0272981040179729,0.0266999751329422,0.0004315096884965,-0.0005981288850307,Feedback Loop
675,Feedforward Loop,0.0202175453305244,0.0202175620943307,0.0202178731560707,1.6763806343078613e-08,3.110617399215698e-07,Feedback Loop
620,Feedforward Loop,0.0004698580014519,0.0004688006301876,0.0004693343071267,-1.0573712643235922e-06,5.336769390851259e-07,Feedback Loop
459,Feedforward Loop,0.0076669100672006,0.0076685729436576,0.0076678479090332,1.6628764569759369e-06,-7.2503462433815e-07,Feedback Loop
1046,Feedback Loop,0.0123681668192148,0.0123780407011508,0.0123669132590293,9.873881936073303e-06,-1.1127442121505736e-05,Feedback Loop
4785,Feedback Loop,0.0120231080800294,0.0119993882253766,0.0119533678516745,-2.3719854652881622e-05,-4.6020373702049255e-05,Feedback Loop
3537,Cascade,0.007678004913032,0.007678004913032,0.0076787481084465,0.0,7.431954145431519e-07,Feedback Loop
901,Feedforward Loop,0.0045116879045963,0.0045126425102353,0.0045120706781744,9.546056389808657e-07,-5.718320608139038e-07,Feedback Loop
1861,Feedback Loop,0.0055397977121174,0.0055896081030368,0.0055282600224018,4.981039091944695e-05,-6.13480806350708e-05,Feedback Loop
1967,Feedback Loop,0.0069231167435646,0.0069112493656575,0.0068562664091587,-1.1867377907037737e-05,-5.498295649886131e-05,Feedback Loop
3721,Cascade,0.0068761338479816,0.0068780924193561,0.0068768202327191,1.9585713744163517e-06,-1.2721866369247437e-06,Feedback Loop
669,Feedforward Loop,0.0009390556369908,0.0009390267077833,0.0009390086052007,-2.89292074739933e-08,-1.8102582544088364e-08,Feedback Loop
2700,Single Input Module,0.0030518304556608,0.0030519785359501,0.0030519142746925,1.4808028936386108e-07,-6.426125764846803e-08,Feedback Loop
861,Feedforward Loop,0.0026674522086977,0.0026681516319513,0.0026678482536226,6.994232535362244e-07,-3.033783286809921e-07,Feedback Loop
1669,Feedback Loop,0.0122412480413913,0.0122183822095394,0.0119676515460014,-2.286583185195923e-05,-0.0002507306635379,Feedback Loop
948,Feedforward Loop,0.0079131349921226,0.0079130660742521,0.007950778119266,-6.891787052154541e-08,3.771204501390457e-05,Feedback Loop
2423,Single Input Module,0.0005346564576029,0.0005350616411305,0.0005348853883333,4.051835276186466e-07,-1.762527972459793e-07,Feedback Loop
1775,Feedback Loop,0.0041219862177968,0.0041218902915716,0.0041236127726733,-9.592622518539429e-08,1.7224811017513275e-06,Feedback Loop
528,Feedforward Loop,0.004842116497457,0.0048419213853776,0.0048420066013932,-1.9511207938194278e-07,8.521601557731628e-08,Feedback Loop
323,Feedforward Loop,0.0066424389369785,0.0066421218216419,0.0066422070376574,-3.171153366565705e-07,8.521601557731628e-08,Feedback Loop
4386,Single Input Module,0.0039210603572428,0.0039234394207596,0.0038624678272753,2.37906351685524e-06,-6.0971593484282494e-05,Feedback Loop
4172,Cascade,0.0155819030478596,0.015564857982099,0.0155385574325919,-1.7045065760612488e-05,-2.6300549507141117e-05,Feedback Loop
1015,Feedback Loop,0.0080137690529227,0.0080039529129862,0.0079726446419954,-9.816139936447144e-06,-3.130827099084854e-05,Feedback Loop
966,Feedforward Loop,0.0024274163879454,0.0024263495579361,0.0024264180101454,-1.0668300092220306e-06,6.845220923423767e-08,Feedback Loop
1408,Feedback Loop,0.0076066763140261,0.007618005387485,0.0076496950350701,1.1329073458909988e-05,3.168964758515358e-05,Feedback Loop
1173,Feedback Loop,0.0076495325192809,0.0076446770690381,0.0075559834949672,-4.855450242757797e-06,-8.869357407093048e-05,Feedback Loop
838,Feedforward Loop,0.0004523945099208,0.000452360138297,0.0004492420703172,-3.4371623769402504e-08,-3.118067979812622e-06,Feedback Loop
2869,Single Input Module,0.0085827177390456,0.0085827177390456,0.0085827177390456,0.0,0.0,Feedback Loop
4802,Feedforward Loop,0.01948051340878,0.0194556824862957,0.0194610357284545,-2.4830922484397888e-05,5.3532421588897705e-06,Feedback Loop
3909,Cascade,0.0018634003354236,0.0018650988349691,0.0018644907977432,1.698499545454979e-06,-6.080372259020805e-07,Feedback Loop
584,Feedforward Loop,0.008511047810316,0.0085114864632487,0.0085112769156694,4.386529326438904e-07,-2.095475792884827e-07,Feedback Loop
2942,Single Input Module,,,,,,Feedback Loop
3148,Cascade,0.0001250293571501,0.0001250293571501,0.0001250293571501,0.0,0.0,Feedback Loop
1219,Feedback Loop,0.0012803787831217,0.0012806637678295,0.0012808569008484,2.849847078323364e-07,1.9313301891088488e-07,Feedback Loop
2335,Single Input Module,4.5735330786556005e-05,4.568899385049008e-05,4.570909368339926e-05,-4.6336936065927154e-08,2.0099832909181717e-08,Feedback Loop
2225,Single Input Module,0.0002453888591844,0.0002457234368193,0.0002455778594594,3.3457763493061066e-07,-1.45577359944582e-07,Feedback Loop
3044,Cascade,0.0031765028834342,0.0031765811145305,0.0031766791362315,7.82310962677002e-08,9.802170097827913e-08,Feedback Loop
1039,Feedback Loop,0.0043168123811483,0.0043319459073245,0.0043437113054096,1.5133526176214218e-05,1.176539808511734e-05,Feedback Loop
1956,Feedback Loop,0.0062687527388334,0.0062838890589773,0.0062650572508573,1.5136320143938065e-05,-1.8831808120012283e-05,Feedback Loop
2153,Single Input Module,6.2775534388492815e-06,6.321300134004559e-06,6.302216206677258e-06,4.3746695155277855e-08,-1.9083927327301357e-08,Feedback Loop
3328,Cascade,0.0044909510761499,0.0044955913908779,0.0044914400205016,4.640314728021622e-06,-4.151370376348496e-06,Feedback Loop
2396,Single Input Module,0.0002558829146437,0.0002560582652222,0.0002559818385634,1.7535057850182056e-07,-7.64266587793827e-08,Feedback Loop
1595,Feedback Loop,0.0093702366575598,0.009358855895698,0.0092843249440193,-1.1380761861801147e-05,-7.45309516787529e-05,Feedback Loop
2297,Single Input Module,0.001511875540018,0.0015117937000468,0.0015118294395506,-8.183997124433517e-08,3.5739503800868995e-08,Feedback Loop
2344,Single Input Module,0.0005034470232203,0.0005032841581851,0.000503355229739,-1.628650352358818e-07,7.10715539753437e-08,Feedback Loop
2642,Single Input Module,0.0382317453622818,0.0382317304611206,0.0382317341864109,-1.4901161193847656e-08,3.725290298461914e-09,Feedback Loop
3557,Cascade,0.0084314607083797,0.0084289675578475,0.0084264790639281,-2.493150532245636e-06,-2.4884939193725586e-06,Feedback Loop
3358,Cascade,0.0066757970489561,0.0066751129925251,0.0066763814538717,-6.84056431055069e-07,1.2684613466262815e-06,Feedback Loop
4462,Feedforward Loop,0.0178913287818431,0.0182670075446367,0.0185644067823886,0.0003756787627935,0.0002973992377519,Feedback Loop
3139,Cascade,0.0001198887766804,0.0001198887766804,0.0001198887766804,0.0,0.0,Feedback Loop
2622,Single Input Module,0.0003243367245886,0.0003242303791921,0.0003242765960749,-1.0634539648890497e-07,4.621688276529312e-08,Feedback Loop
2754,Single Input Module,0.0003301051037851,0.0003301183751318,0.0003315357316751,1.3271346688270569e-08,1.4173565432429314e-06,Feedback Loop
494,Feedforward Loop,0.0022505454253405,0.0022503670770674,0.0022504366934299,-1.7834827303886416e-07,6.961636245250703e-08,Feedback Loop
399,Feedforward Loop,0.0055571510456502,0.0055566695518791,0.0055113234557211,-4.814937710762024e-07,-4.534609615802765e-05,Feedback Loop
4660,Feedforward Loop,0.0097667956724762,0.009784422814846,0.0096531612798571,1.7627142369747162e-05,-0.0001312615349888,Feedback Loop
1732,Feedback Loop,0.003707778872922,0.003716436214745,0.0036866527516394,8.657341822981834e-06,-2.978346310555935e-05,Feedback Loop
3921,Cascade,0.0034721337724477,0.0034736664965748,0.0034737957175821,1.5327241271734238e-06,1.2922100722789764e-07,Feedback Loop
1556,Feedback Loop,0.0022031145635992,0.0022019061725586,0.0022014894057065,-1.2083910405635834e-06,-4.167668521404266e-07,Feedback Loop
3961,Cascade,0.00299714342691,0.0029977180529385,0.0029981625266373,5.746260285377502e-07,4.444736987352371e-07,Feedback Loop
3757,Cascade,0.0018551860703155,0.0018586999503895,0.0018574240384623,3.5138800740242004e-06,-1.2759119272232056e-06,Feedback Loop
124,Feedforward Loop,0.0014959160471335,0.0014959615655243,0.0014959416585043,4.551839083433151e-08,-1.9907020032405853e-08,Feedback Loop
4075,Cascade,0.028745787218213,0.0287824850529432,0.0287249162793159,3.669783473014832e-05,-5.756877362728119e-05,Feedback Loop
3375,Cascade,0.0028960567433387,0.0028957985341548,0.0028900015167891,-2.582091838121414e-07,-5.797017365694046e-06,Feedback Loop
4367,Cascade,0.0064676809124648,0.0064653358422219,0.0065742339938879,-2.345070242881775e-06,0.0001088981516659,Single Input Module
4185,Feedforward Loop,,,,,,Single Input Module
4460,Single Input Module,0.0099640237167477,0.0099608534947037,0.0094810267910361,-3.170222043991089e-06,-0.0004798267036676,Single Input Module
4416,Single Input Module,0.0030025644227862,0.0030453314539045,0.0032056078780442,4.2767031118273735e-05,0.0001602764241397,Single Input Module
3778,Cascade,0.0054705888032913,0.0054705888032913,0.0054705888032913,0.0,0.0,Single Input Module
4808,Feedforward Loop,,,,,,Single Input Module
2648,Single Input Module,0.0030895862728357,0.0030895732343196,0.0030904561281204,-1.30385160446167e-08,8.828938007354736e-07,Single Input Module
4371,Cascade,0.0173285137861967,0.0173915121704339,0.0181824397295713,6.299838423728943e-05,0.0007909275591373,Single Input Module
2534,Single Input Module,0.0034678147640079,0.0034678431693464,0.0034726625308394,2.840533852577209e-08,4.819361492991448e-06,Single Input Module
2383,Single Input Module,3.807271423283965e-05,3.805343294516206e-05,3.881935117533431e-05,-1.9281287677586082e-08,7.659182301722467e-07,Single Input Module
2882,Single Input Module,0.0002497030654922,0.000249737931881,0.0002552948426455,3.4866388887166984e-08,5.556910764425993e-06,Single Input Module
2616,Single Input Module,0.0001161120599135,0.0001164392451755,0.0001040392526192,3.271852619946003e-07,-1.239999255631119e-05,Single Input Module
375,Feedforward Loop,0.0103836497291922,0.0103835156187415,0.0103914318606257,-1.341104507446289e-07,7.916241884231567e-06,Single Input Module
764,Feedforward Loop,0.000547353294678,0.0005472134798765,0.0005527376197278,-1.398148015141487e-07,5.524139851331711e-06,Single Input Module
2769,Single Input Module,0.0003376681124791,0.0003376681124791,0.0003376681124791,0.0,0.0,Single Input Module
485,Feedforward Loop,,,,,,Single Input Module
2046,Single Input Module,0.0105906557291746,0.0105904806405305,0.0105974460020661,-1.7508864402771e-07,6.965361535549164e-06,Single Input Module
3368,Cascade,0.003682990791276,0.0036840096581727,0.0036670577246695,1.0188668966293335e-06,-1.695193350315094e-05,Single Input Module
4991,Single Input Module,0.0163744688034057,0.0165158174932003,0.0153417317196726,0.0001413486897945,-0.0011740857735276,Single Input Module
4307,Feedforward Loop,0.0158708374947309,0.0160289779305458,0.0193844325840473,0.0001581404358148,0.0033554546535015,Single Input Module
3558,Cascade,0.0011077118106186,0.0011076800292357,0.0010999919613823,-3.1781382858753204e-08,-7.688067853450775e-06,Single Input Module
3142,Cascade,0.0072548179887235,0.0072527360171079,0.0072920047678053,-2.0819716155529022e-06,3.926875069737434e-05,Single Input Module
3606,Cascade,0.0032645254395902,0.0032656746916472,0.0033289729617536,1.1492520570755005e-06,6.329827010631561e-05,Single Input Module
4913,Cascade,0.0324633531272411,0.0323472954332828,0.0320073217153549,-0.0001160576939582,-0.0003399737179279,Single Input Module
2529,Single Input Module,0.0001795495918486,0.0001799129677237,0.0001660385023569,3.6337587516754876e-07,-1.387446536682546e-05,Single Input Module
1508,Feedback Loop,0.0032436766196042,0.0032542773988097,0.0035310557577759,1.0600779205560684e-05,0.0002767783589661,Single Input Module
1056,Feedback Loop,0.004822514951229,0.0048547135666012,0.0047520268708467,3.219861537218094e-05,-0.0001026866957545,Single Input Module
3232,Cascade,0.0028683454729616,0.0028665387071669,0.0029052009340375,-1.8067657947540283e-06,3.866222687065601e-05,Single Input Module
3863,Cascade,0.0006733356276527,0.0006731887115165,0.0006489160005003,-1.4691613614559176e-07,-2.4272711016237736e-05,Single Input Module
888,Feedforward Loop,4.584380076266825e-05,4.591719698510133e-05,3.386149910511449e-05,7.339622243307532e-08,-1.2055697879986838e-05,Single Input Module
1626,Feedback Loop,0.003717080457136,0.0037171293515712,0.0041551128961145,4.889443516731262e-08,0.0004379835445433,Single Input Module
1735,Feedback Loop,0.0081296656280756,0.0081226779147982,0.0085870306938886,-6.987713277339935e-06,0.0004643527790904,Single Input Module
867,Feedforward Loop,8.503880235366523e-05,8.538368274457753e-05,8.571372018195689e-05,3.448803909122944e-07,3.300374373793602e-07,Single Input Module
2853,Single Input Module,4.192024061921984e-05,4.232876017340459e-05,2.76982354989741e-05,4.085195541847497e-07,-1.463052467443049e-05,Single Input Module
3545,Cascade,0.0043051191605627,0.0043052909895777,0.0043023778125643,1.718290150165558e-07,-2.913177013397217e-06,Single Input Module
4722,Single Input Module,0.0075345025397837,0.0073410631157457,0.0064776502549648,-0.0001934394240379,-0.0008634128607809,Single Input Module
3900,Cascade,0.00122926896438,0.0012285944540053,0.0012495736591517,-6.745103746652603e-07,2.0979205146431923e-05,Single Input Module
4210,Single Input Module,0.0203792527318,0.0203180089592933,0.020061919465661,-6.124377250671387e-05,-0.0002560894936323,Single Input Module
4950,Single Input Module,0.0455071851611137,0.0455071851611137,0.0455071851611137,0.0,0.0,Single Input Module
2260,Single Input Module,0.0001183333806693,0.0001186350782518,0.00010707990441,3.016975824721158e-07,-1.1555173841770738e-05,Single Input Module
49,Feedforward Loop,0.0075212274678051,0.0075213876552879,0.0075150844641029,1.601874828338623e-07,-6.303191184997559e-06,Single Input Module
760,Feedforward Loop,0.0080326609313488,0.0080326087772846,0.0080246170982718,-5.21540641784668e-08,-7.991679012775421e-06,Single Input Module
4624,Cascade,0.0009046157938428,0.0009057527640834,0.0009027827763929,1.1369702406227589e-06,-2.969987690448761e-06,Single Input Module
1630,Feedback Loop,0.015830885618925,0.0158191211521625,0.0156328622251749,-1.1764466762542725e-05,-0.0001862589269876,Single Input Module
4629,Cascade,0.0054244208149611,0.0054074614308774,0.0056397933512926,-1.6959384083747864e-05,0.0002323319204151,Single Input Module
4853,Feedback Loop,0.0260706916451454,0.0260323286056518,0.0257259812206029,-3.836303949356079e-05,-0.0003063473850488,Single Input Module
3590,Cascade,0.0048930835910141,0.0048936256207525,0.0049744891002774,5.420297384262085e-07,8.086347952485085e-05,Single Input Module
446,Feedforward Loop,0.0008737610769458,0.0008750497363507,0.0008538952679373,1.288659404963255e-06,-2.1154468413442373e-05,Single Input Module
3414,Cascade,,,,,,Single Input Module
4885,Feedforward Loop,0.0133941220119595,0.0132703902199864,0.0133353248238563,-0.0001237317919731,6.493460386991501e-05,Single Input Module
4720,Single Input Module,0.0039836815558373,0.0039951354265213,0.0040072412230074,1.1453870683908464e-05,1.2105796486139296e-05,Single Input Module
261,Feedforward Loop,0.006129125598818,0.0061283865943551,0.0061640529893338,-7.390044629573822e-07,3.566639497876167e-05,Single Input Module
752,Feedforward Loop,0.0030481000430881,0.0030487645417451,0.0030283175874501,6.644986569881439e-07,-2.0446954295039177e-05,Single Input Module
3066,Cascade,0.0037851470988243,0.0037868833169341,0.0037029581144452,1.7362181097269058e-06,-8.392520248889923e-05,Single Input Module
1194,Feedback Loop,0.0072960532270371,0.0072895800694823,0.0072002694942057,-6.473157554864883e-06,-8.931057527661324e-05,Single Input Module
3775,Cascade,0.0036855314392596,0.0036788291763514,0.003854292910546,-6.702262908220291e-06,0.0001754637341946,Single Input Module
809,Feedforward Loop,0.0060008578002452,0.0060014086775481,0.0059904498048126,5.508773028850555e-07,-1.0958872735500336e-05,Single Input Module
3504,Cascade,0.0016980959335342,0.0016985790571197,0.001679855515249,4.831235855817795e-07,-1.8723541870713237e-05,Single Input Module
1179,Feedback Loop,0.0039323638193309,0.0039287460967898,0.00427335081622,-3.6177225410938254e-06,0.0003446047194302,Single Input Module
4382,Single Input Module,0.0017020440427586,0.0016857896698638,0.0016446080990135,-1.6254372894763947e-05,-4.118157085031271e-05,Single Input Module
3796,Cascade,0.0052544567734003,0.0052544022910296,0.0052565238438546,-5.448237061500549e-08,2.12155282497406e-06,Single Input Module
437,Feedforward Loop,0.004267310258001,0.0042641349136829,0.0043315840885043,-3.175344318151474e-06,6.74491748213768e-05,Single Input Module
2455,Single Input Module,0.0067756897769868,0.0067756064236164,0.006779208779335,-8.335337042808534e-08,3.602355718612671e-06,Single Input Module
1672,Feedback Loop,0.0015821311390027,0.0015843798173591,0.0015738039510324,2.248678356409073e-06,-1.057586632668972e-05,Single Input Module
3477,Cascade,0.0022920030169188,0.0022993118036538,0.0022380107548087,7.308786734938621e-06,-6.130104884505272e-05,Single Input Module
4045,Single Input Module,0.0005624429322779,0.0005311517743393,0.0005927290185354,-3.129115793853998e-05,6.157724419608712e-05,Single Input Module
4494,Cascade,0.0087931994348764,0.0087489243596792,0.0084790932014584,-4.427507519721985e-05,-0.0002698311582207,Single Input Module
3465,Cascade,0.0003603703808039,0.0003585001686587,0.0003810379421338,-1.870212145149708e-06,2.253777347505093e-05,Single Input Module
1911,Feedback Loop,0.0077586933039128,0.0077542727813124,0.007707925979048,-4.420522600412369e-06,-4.634680226445198e-05,Single Input Module
423,Feedforward Loop,0.0068601667881011,0.0068610357120633,0.0068203932605683,8.689239621162415e-07,-4.0642451494932175e-05,Single Input Module
3595,Cascade,0.000122451558127,0.0001225918676936,0.0001047591213136,1.403095666319132e-07,-1.7832746380008757e-05,Single Input Module
247,Feedforward Loop,0.0049262973479926,0.004926708061248,0.0049188276752829,4.10713255405426e-07,-7.880385965108871e-06,Single Input Module
2693,Single Input Module,3.096120781265199e-05,3.096120781265199e-05,3.096120781265199e-05,0.0,0.0,Single Input Module
3124,Cascade,0.0075600496493279,0.0075603071600198,0.0076014581136405,2.575106918811798e-07,4.115095362067223e-05,Single Input Module
450,Feedforward Loop,,,,,,Single Input Module
3797,Cascade,0.0005471341428346,0.0005467491573654,0.0005621124873869,-3.849854692816735e-07,1.5363330021500587e-05,Single Input Module
3807,Cascade,0.0007238193647935,0.0007221122505143,0.0007138113724067,-1.707114279270172e-06,-8.30087810754776e-06,Single Input Module
4994,Cascade,0.0020655719563364,0.0020553283393383,0.0020424041431397,-1.0243616998195648e-05,-1.292419619858265e-05,Single Input Module
1742,Feedback Loop,0.0014333461876958,0.0014293097192421,0.0014976218808442,-4.036468453705311e-06,6.831216160207987e-05,Single Input Module
2275,Single Input Module,0.0001941281661856,0.0001942125527421,0.0001911512808874,8.438655640929937e-08,-3.0612718546763062e-06,Single Input Module
2873,Single Input Module,0.0002213666884927,0.0002214889973402,0.0002170315710827,1.223088474944234e-07,-4.457426257431507e-06,Single Input Module
2239,Single Input Module,0.0152507899329066,0.0152507927268743,0.0152507843449711,2.7939677238464355e-09,-8.381903171539307e-09,Single Input Module
2215,Single Input Module,9.258493082597852e-05,9.29776215343736e-05,7.810338865965605e-05,3.926907083950937e-07,-1.4874232874717563e-05,Single Input Module
